Betweeness Centrality on all courses within file

The betweenness centrality of START is 0
The betweenness centrality of END is 0
The betweenness centrality of CI 480 is 1
The betweenness centrality of CI 482 is 0.000256016
The betweenness centrality of CI 484 is 0.000256016
The betweenness centrality of CI 485 is 0.45
The betweenness centrality of CI 489 is 1
The betweenness centrality of CI 481 is 0
The betweenness centrality of CI 499 is 0.000256016
The betweenness centrality of CI 501 is 0.000256016
The betweenness centrality of CI 502 is 0.000256016
The betweenness centrality of CI 507 is 0.000256016
The betweenness centrality of CI 508 is 0.000256016
The betweenness centrality of CI 509 is 0.333333
The betweenness centrality of CI 516 is 0.000256016
The betweenness centrality of CI 517 is 1
The betweenness centrality of CI 519 is 2
The betweenness centrality of EPSY 404 is 0
The betweenness centrality of CI 522 is 0.000256016
The betweenness centrality of CI 535 is 0.000256016
The betweenness centrality of CI 536 is 0.000256016
The betweenness centrality of CI 537 is 0.000256016
The betweenness centrality of CI 538 is 5.66667
The betweenness centrality of EPOL 585 is 0.333333
The betweenness centrality of EPS 515 is 0
The betweenness centrality of EPSY 577 is 0
The betweenness centrality of EPSY 578 is 2.33333
The betweenness centrality of CI 539 is 0.000256016
The betweenness centrality of CI 540 is 0.000256016
The betweenness centrality of CI 541 is 0.000256016
The betweenness centrality of CI 544 is 0.000256016
The betweenness centrality of CI 547 is 0.000256016
The betweenness centrality of CI 548 is 0.000256016
The betweenness centrality of CI 550 is 0.000256016
The betweenness centrality of CI 555 is 0.000256016
The betweenness centrality of CI 556 is 0.000256016
The betweenness centrality of CI 557 is 0.000256016
The betweenness centrality of CI 560 is 0.000256016
The betweenness centrality of CI 563 is 0.000256016
The betweenness centrality of CI 565 is 0.000256016
The betweenness centrality of CI 567 is 0.5
The betweenness centrality of CI 569 is 0.000256016
The betweenness centrality of CI 575 is 4.5
The betweenness centrality of CI 576 is 1.5
The betweenness centrality of CI 578 is 0.000256016
The betweenness centrality of CI 580 is 0.000256016
The betweenness centrality of CI 584 is 0.111111
The betweenness centrality of LING 489 is 9
The betweenness centrality of CI 585 is 3
The betweenness centrality of CI 587 is 0.000256016
The betweenness centrality of CI 590 is 0.000256016
The betweenness centrality of CI 591 is 0.000256016
The betweenness centrality of CI 595 is 0.000256016
The betweenness centrality of CI 599 is 0.000256016
The betweenness centrality of CIC 500 is 0.000256016
The betweenness centrality of CLCV 100 is 0.000256016
The betweenness centrality of CLCV 102 is 0.000256016
The betweenness centrality of CLCV 111 is 0.000256016
The betweenness centrality of CLCV 114 is 0.000256016
The betweenness centrality of CLCV 115 is 0.000256016
The betweenness centrality of CLCV 116 is 0.000256016
The betweenness centrality of CLCV 120 is 0.000256016
The betweenness centrality of CLCV 132 is 0.000256016
The betweenness centrality of CLCV 133 is 0.000256016
The betweenness centrality of CLCV 160 is 0.000256016
The betweenness centrality of CLCV 199 is 0.000256016
The betweenness centrality of CLCV 203 is 0.000256016
The betweenness centrality of CLCV 220 is 0.000256016
The betweenness centrality of CLCV 221 is 0.000256016
The betweenness centrality of CLCV 222 is 0.000256016
The betweenness centrality of CLCV 224 is 0.000256016
The betweenness centrality of CLCV 230 is 0.000256016
The betweenness centrality of CLCV 231 is 0.000256016
The betweenness centrality of CLCV 240 is 0.000256016
The betweenness centrality of CLCV 250 is 0.000256016
The betweenness centrality of CLCV 323 is 0.000256016
The betweenness centrality of CLCV 440 is 0.000256016
The betweenness centrality of CLCV 444 is 0.000256016
The betweenness centrality of CLCV 490 is 0.000256016
The betweenness centrality of CLCV 492 is 0.000256016
The betweenness centrality of CLCV 493 is 0.000256016
The betweenness centrality of CLCV 515 is 0.000256016
The betweenness centrality of CLCV 550 is 0.000256016
The betweenness centrality of CLE 613 is 0.000256016
The betweenness centrality of CLE 635 is 0.000256016
The betweenness centrality of CLE 640 is 0.000256016
The betweenness centrality of CLE 645 is 0.000256016
The betweenness centrality of CLE 650 is 0.000256016
The betweenness centrality of CLE 655 is 0.000256016
The betweenness centrality of CLE 660 is 0.000256016
The betweenness centrality of CLE 665 is 0.000256016
The betweenness centrality of CLE 667 is 0.000256016
The betweenness centrality of CLE 670 is 2
The betweenness centrality of CLE 675 is 0.000256016
The betweenness centrality of CLE 680 is 0.000256016
The betweenness centrality of CLE 681 is 0.000256016
The betweenness centrality of CLE 683 is 0.000256016
The betweenness centrality of CLE 684 is 0.000256016
The betweenness centrality of CLE 690 is 0.000256016
The betweenness centrality of CLE 691 is 0.000256016
The betweenness centrality of CLE 702 is 0.000256016
The betweenness centrality of CLE 704 is 0.000256016
The betweenness centrality of CLE 706 is 0.000256016
The betweenness centrality of CLE 713 is 0.000256016
The betweenness centrality of CLE 714 is 0.000256016
The betweenness centrality of CLE 715 is 0.000256016
The betweenness centrality of CLE 716 is 0.000256016
The betweenness centrality of CLE 732 is 1
The betweenness centrality of CLE 733 is 1
The betweenness centrality of CLE 738 is 0.000256016
The betweenness centrality of CLE 739 is 0.000256016
The betweenness centrality of CLE 740 is 0.000256016
The betweenness centrality of CLE 741 is 0.000256016
The betweenness centrality of CLE 742 is 0.000256016
The betweenness centrality of CLE 744 is 0.5
The betweenness centrality of CLE 745 is 0.5
The betweenness centrality of CLE 746 is 0.000256016
The betweenness centrality of CLE 748 is 0.000256016
The betweenness centrality of CLE 750 is 0.000256016
The betweenness centrality of CLE 751 is 0.000256016
The betweenness centrality of CLE 752 is 0.000256016
The betweenness centrality of CLE 764 is 0.000256016
The betweenness centrality of CLE 771 is 0.000256016
The betweenness centrality of CLE 773 is 0.000256016
The betweenness centrality of CLE 774 is 0.000256016
The betweenness centrality of CLE 775 is 0.000256016
The betweenness centrality of CLE 776 is 0.000256016
The betweenness centrality of CLE 777 is 0.000256016
The betweenness centrality of CLE 778 is 0.000256016
The betweenness centrality of CLE 779 is 0.000256016
The betweenness centrality of CLE 780 is 0.000256016
The betweenness centrality of CLE 781 is 0.000256016
The betweenness centrality of CLE 782 is 0.000256016
The betweenness centrality of CLE 783 is 0.000256016
The betweenness centrality of CLE 784 is 0.000256016
The betweenness centrality of CLE 786 is 0.000256016
The betweenness centrality of CLE 793 is 0.000256016
The betweenness centrality of CLE 794 is 0.000256016
The betweenness centrality of CLE 799 is 0.000256016
The betweenness centrality of CMN 101 is 3.08333
The betweenness centrality of CMN 102 is 0.000256016
The betweenness centrality of CMN 111 is 1.5
The betweenness centrality of CMN 112 is 0
The betweenness centrality of CMN 199 is 0.000256016
The betweenness centrality of CMN 204 is 0.000256016
The betweenness centrality of CMN 210 is 0.000256016
The betweenness centrality of CMN 211 is 0.333333
The betweenness centrality of CMN 212 is 1
The betweenness centrality of CMN 213 is 0.000256016
The betweenness centrality of CMN 214 is 0.000256016
The betweenness centrality of CMN 215 is 2.33333
The betweenness centrality of CMN 220 is 0.000256016
The betweenness centrality of CMN 230 is 1
The betweenness centrality of CMN 231 is 0.000256016
The betweenness centrality of CMN 232 is 0.000256016
The betweenness centrality of CMN 250 is 0.000256016
The betweenness centrality of CMN 260 is 0.000256016
The betweenness centrality of CMN 277 is 0.000256016
The betweenness centrality of CMN 280 is 0.000256016
The betweenness centrality of CMN 304 is 0.000256016
The betweenness centrality of CMN 312 is 0.000256016
The betweenness centrality of CMN 321 is 0.000256016
The betweenness centrality of CMN 323 is 0.333333
The betweenness centrality of CMN 324 is 0.000256016
The betweenness centrality of CMN 325 is 0.000256016
The betweenness centrality of CMN 326 is 0.000256016
The betweenness centrality of CMN 336 is 0.000256016
The betweenness centrality of CMN 340 is 0.000256016
The betweenness centrality of CMN 345 is 0.000256016
The betweenness centrality of CMN 361 is 0.000256016
The betweenness centrality of CMN 368 is 0.000256016
The betweenness centrality of CMN 375 is 0.000256016
The betweenness centrality of CMN 390 is 0.000256016
The betweenness centrality of CMN 396 is 0.000256016
The betweenness centrality of CMN 410 is 0.000256016
The betweenness centrality of CMN 412 is 1
The betweenness centrality of CMN 413 is 0.000256016
The betweenness centrality of CMN 421 is 0.000256016
The betweenness centrality of CMN 424 is 0.000256016
The betweenness centrality of CMN 429 is 0.000256016
The betweenness centrality of CMN 432 is 0.000256016
The betweenness centrality of CMN 435 is 1
The betweenness centrality of CMN 437 is 0.000256016
The betweenness centrality of CMN 462 is 0.000256016
The betweenness centrality of CMN 463 is 0.000256016
The betweenness centrality of CMN 465 is 0.000256016
The betweenness centrality of CMN 467 is 0.000256016
The betweenness centrality of CMN 491 is 0.000256016
The betweenness centrality of CMN 493 is 0.000256016
The betweenness centrality of CMN 496 is 0.000256016
The betweenness centrality of CMN 501 is 0.000256016
The betweenness centrality of CMN 507 is 0.000256016
The betweenness centrality of CMN 508 is 0.000256016
The betweenness centrality of CMN 529 is 0.000256016
The betweenness centrality of CMN 530 is 0.000256016
The betweenness centrality of CMN 538 is 0.000256016
The betweenness centrality of CMN 550 is 0.000256016
The betweenness centrality of CMN 574 is 0.000256016
The betweenness centrality of CMN 575 is 0.000256016
The betweenness centrality of CMN 595 is 0.000256016
The betweenness centrality of CMN 599 is 0.000256016
The betweenness centrality of CPSC 102 is 0.000256016
The betweenness centrality of CPSC 112 is 5.95
The betweenness centrality of CPSC 113 is 0.000256016
The betweenness centrality of CPSC 116 is 0.000256016
The betweenness centrality of CPSC 117 is 0.000256016
The betweenness centrality of CPSC 131 is 0.000256016
The betweenness centrality of CPSC 180 is 0.000256016
The betweenness centrality of CPSC 199 is 0.000256016
The betweenness centrality of CPSC 212 is 3.25
The betweenness centrality of CPSC 213 is 0.000256016
The betweenness centrality of CPSC 226 is 7.75
The betweenness centrality of HORT 100 is 4.95
The betweenness centrality of IB 103 is 18.15
The betweenness centrality of CPSC 241 is 0.000256016
The betweenness centrality of CPSC 261 is 0.000256016
The betweenness centrality of CPSC 265 is 0.000256016
The betweenness centrality of CPSC 266 is 0.000256016
The betweenness centrality of CPSC 270 is 0.000256016
The betweenness centrality of CPSC 294 is 0.000256016
The betweenness centrality of CPSC 336 is 0.000256016
The betweenness centrality of CPSC 352 is 23.6667
The betweenness centrality of CPSC 382 is 0.78254
The betweenness centrality of CPSC 393 is 0.000256016
The betweenness centrality of CPSC 395 is 0.000256016
The betweenness centrality of CPSC 396 is 0.000256016
The betweenness centrality of CPSC 407 is 0.5
The betweenness centrality of CPSC 412 is 0.296703
The betweenness centrality of CPSC 414 is 0.000256016
The betweenness centrality of CPSC 415 is 0.142857
The betweenness centrality of CPSC 416 is 0.205357
The betweenness centrality of CPSC 418 is 1.9
The betweenness centrality of CPSC 419 is 0.000256016
The betweenness centrality of CPSC 426 is 1.25
The betweenness centrality of CPSC 428 is 1.5
The betweenness centrality of CPSC 431 is 0.205357
The betweenness centrality of CPSC 433 is 0.000256016
The betweenness centrality of CPSC 436 is 0.0833333
The betweenness centrality of IB 203 is 33.5
The betweenness centrality of CPSC 437 is 1.0625
The betweenness centrality of IB 100 is 0.5
The betweenness centrality of CPSC 439 is 1.08333
The betweenness centrality of NRES 219 is 13.2
The betweenness centrality of CPSC 441 is 0.142857
The betweenness centrality of CPSC 444 is 0.1
The betweenness centrality of CPSC 448 is 0.25
The betweenness centrality of CPSC 452 is 0.153409
The betweenness centrality of CPSC 453 is 0.153409
The betweenness centrality of CPSC 462 is 0.145833
The betweenness centrality of CPSC 466 is 0.0909091
The betweenness centrality of CPSC 467 is 0.639423
The betweenness centrality of IB 270 is 4
The betweenness centrality of CPSC 479 is 0.0769231
The betweenness centrality of CPSC 480 is 0.000256016
The betweenness centrality of CPSC 484 is 15.1
The betweenness centrality of CPSC 486 is 0.215909
The betweenness centrality of CPSC 488 is 0.153846
The betweenness centrality of CPSC 489 is 0.779762
The betweenness centrality of CPSC 491 is 0.000256016
The betweenness centrality of CPSC 498 is 0.000256016
The betweenness centrality of CPSC 499 is 0.000256016
The betweenness centrality of CPSC 501 is 0.000256016
The betweenness centrality of CPSC 505 is 0.000256016
The betweenness centrality of CPSC 518 is 2
The betweenness centrality of CPSC 527 is 0.5
